childless	(adjective). ~ couples គ្មានកូន
childlike	(adjective). ដែលដូចក្មេង
childproof	(adjective). ដែលធ្វើមិនឲ្យក្មេងកកេះរុករើលេងបាន
chili	(also chilli) (noun). plant ~ ម្ទេស dish of ~ ម្ហូបម្យ៉ាងមានដាក់សណ្តែកសាច់គោកិននិងទឹកប៉េងបោះ(adjective). ~ peppers ម្ទេស (តូចៗហើយហឹរ)​ chili sauce ទឹកម្ទេស
chill	(noun). ~ of the wind ភាពត្រជាក់ catch a ~ គ្រុនរងា ~ of fear ការព្រឺក្បាល(transitive verb). ~ wine ធ្វើឲ្យត្រជាក់ ~ his popes ធ្វើឲ្យរសាយ(adjective). ត្រជាក់, កក់ក្តៅ, ឥតរាក់ទាក់
chilling	(adjective). ~ ghost story ដែលបន្លាច, ដែលបំភ័យ
chilly	(adjective). ១. (-ier,-iest) ~ weather ត្រជាក់ ២. ~ reception ឥតរាក់ទាក់, មិនកក់ក្តៅchillily (adverb). យ៉ាងត្រជាក់, ដោយឥតរាក់ទាក់, ដោយឥតកក់ក្តៅchilliness (noun). ភាពត្រជាក់, ភាពឥតរាក់ទាក់, ភាពឥតកក់ក្តៅ
chime	(noun). ១. door ~ កណ្តឹង (សម្រាប់ចុចហៅម្ចាស់ផ្ទះ) ២. (plural) play chimes វាយជួងជាបទភ្លេងchime (intransitive verb). បន្លឺសូរឡើងណេងណឹងៗ(transitive verb). ធ្វើសម្លេងឲ្យឭខ្លាំង, ធ្វើឲ្យឭសូរណេងណឹងៗ chime in ញាត់បន្ថែម (និយាយ) chime in with បញ្ចូលគ្នានឹង
chimera	(also chimaera) (noun). ការរវើរវាយ, ការស្រមៃឆ្គួតៗchimerical (adjective). ~ idea មិនពិត, រវើរវាយchimerically (adverb). ដោយមិនពិត
chimerical	(adjective). ~ idea មិនពិត, រវើរវាយ
chimerism	(noun). គំនិតរវើរវាយនិយម
chimney	(noun). fireplace ~ បំពង់ផ្សែ (ដូចនៅរោងចក្រ, ផ្ទះ។ល។)​ lamp ~ អំផូង
chimney-piece	(noun). ចង្រ្កានកំដៅបន្ទប់
chimney-sweep	(noun). អ្នកបោសម្រែងភ្លើង
chimp	(noun). Infinitive ស្វាឳ (ស្វាម្យ៉ាងនៅអាហ្វ្រិក)
chimpanzee	(noun). ស្វាឳ
chin	(noun). ចង្កា(intransitive verb). (past tense. past participle. chinned) chin oneself បន្តោងឡើងចុះៗ
chin-wag	(noun). ការនិយាយពីនេះពីនោះ
china (1)	(proper noun). live in ~ ប្រទេសចិន from china to សព្វទិសទី, គ្រប់ទីកន្លែងchinaman (noun). ចិន
china (2)	(noun). សម្ភារៈដ៍ភ្លឺថ្លា, ព័រសឺឡែន (សម្រាប់ធ្វើពែង, ចាន...)
chinaman	(noun). ចិន
chinchilla	(noun). សត្វម្យ៉ាង
chine	(noun). ឆ្អឹងខ្នងសត្វ
Chinese	(adjective). ~ nationality ចិនchinese (noun). She's ~ ចិន speak ~ ភាសាចិន chiness puzzle ធ្វើឲ្យបញ្ហាកាន់តែស្មុគស្មាញ
chink (1)	(noun). ក្រហែង, ស្នាមប្រេះ(transitive verb). ភ្ជិតស្នាមប្រេះ
chink (2)	(noun). ~ (of something) ស្នូរកែវឬប្រាក់សេនទង្គិចគ្នាchink (transitive verb. intransitive verb). ~ A and B (togaa-ther) បង្កើតសូរទង្គិចគ្នា, ទង្គិច
chinook	(noun). ខ្យល់គួច
chintz	(noun). ក្រណាត់បោះពុម្ពជារូបផ្កា, ក្រណាត់ពណ៌ក្រាស់ (សម្រាប់ធ្វើពូកឡាន...)
chip (1)	(noun). ១. កំទេច, ចំណិត, បំណែក ~ of wood ចំណាំង banana chip ចេកឆាប ២. (British English) chips ដំឡូងចៀន (ចិនចង្វារមូល) a fish and chips ត្រីចៀនញ៉ាំជាមួយដំឡូង Idiom,Idiomatic chip off the old block កូនប្រុសមានអាកប្បកិរិយាមារយាទដូចឳពុក
chip (2)	(transitive verb). (past tense. past participle. chipped) ចិត (ដំឡូងត្រសក់...) ~ a glass ធ្វើឲ្យឆែប (បែក)(intransitive verb). glasses ~ ឆែប (បែក) chip in (for a gift) ចូលប្រាក់ chip in (with a comment) បន្ថែម chip off ឆែប
chipmunk	(noun). សត្វកំប្រុក
chipolata	(noun). សាច់ក្រកតូចៗ
chipper	(adjective). សប្បាយរីករាយ
chippy	(noun). ១. តូបលក់សាច់, ត្រី ២. ជាងឈើ
chiromancy	(noun). វិជ្ជាទាយបាតដៃ
chiropodist	(US podiatrist) (noun). គ្រូព្យាបាលគ្រិច (ជើងដៃ)
chiropody	(US podiatry) (noun). ការព្យាបាលគ្រិចជើង
chiropractic	(noun). ការព្យាបាលដោយចាប់សរសៃនិងសន្លាក់
chiropractor	(noun). គ្រូចាប់សរសៃនិងសន្លាក់
chirp	(noun). សម្លេងចាបយំchirp (intransitive verb.transitive verb). យំចេបៗ (បក្សីតូច)
chirpy	(adjective). (-ier,-iest) ស្រស់ស្រាយchirpily (adverb). ដោយស្រស់ស្រាយchirpiness (noun). ភាពស្រស់ស្រាយ
chirrup	(noun). ការយំជីបៗមិនដាច់
Chirstian	(adjective). នៃគ្រឹស្តសាសនាchirstia (noun). អ្នកកាន់គ្រឹស្តសាសនាChristianly (adverb). តាមគ្រឹស្តសាសនា
chirurgeon	(noun). សាល្យពេទ្យ, ពេទ្យវះកាត់
chisel	(noun). wood ~ ពន្លាក cold ~ ដែកដាប់ full chisel ប្រញាប់ប្រញាល់chisel (transitive verb). ១. ~ something (in to something) ដាប់នឹងពន្លាកឬដែកដាប់ ២. (Colloquial) ~ him បោក
chit (1)	(noun). ក្មេងតូចៗ
chit (2)	(noun). ១. សំបុត្រខ្លីៗ ២. a ~ for the drinks កូនសំបុត្រកំណត់ពីចំនួនលុយជំពាក់
chit-chat	(noun). ការនិយាយលេងពីនេះបន្តិចពីនោះបន្តិច
chivalrous	(adjective). ដែលក្លាហាន​ ហើយប្រកបដោយសីលធម៌, អត់ធន់, អត់ធ្មត់chivalrously (adverb). យ៉ាងក្លាហាន (ហើយប្រកបដោយសីលធម៌)chivalrousness (noun). សេចក្តីក្លាហាន
chivalry	(noun). ការឬភាពក្លាហានហើយប្រកបដោយសីលធម៌
chive	(noun). ខ្ទឹមម្យ៉ាងដើមតូចៗ
chivvy	(also chivy) (transitive verb). (past tense. past participle. chivvied, chivied) ~ somebody (into something /along) ទទួលឲ្យធ្វើអ្វីមួយ
chloral	(noun). ថ្នាំធ្វើឲ្យស្ពឹក
chlorinate	(transitive verb). រំងាប់មេរោគដោយប្រើក្ល័រchlorination (noun). ការរំងាប់មេរោគដោយប្រើក្ល័រ
chlorination	(noun). ការរំងាប់មេរោគដោយប្រើក្ល័រ
chlorine	(noun). ក្លូរីន (French) ក្ល័រ
chloroform	(noun). ថ្នាំសន្លប់ (ហិត)chloroform (transitive verb). ឲ្យហិតថ្នាំសន្លប់
chlorophyll	(noun). ក្លរ៉ូហ្វិល, ជាតិខៀវក្នុងស្លឹកឈើ (Literary) ហរិតជាតិ
choc	(noun). សូកូឡា
chock	(noun). កំណល់, ដុំឈើសម្រាប់កល់chock (transitive verb). កល់ (ឡាន, រទេះ។ល។ កុំឲ្យរមៀល)'chock-a-block (adjective). ~ (with something/ somebody) ដែលកល់ជិះៗគ្នា
chock- full	(adjective). ~ (of something/somebody) ណែនដូចកន្តំ
chock-a-block	(adjective). ~ (with something/ somebody) ដែលកល់ជិះៗគ្នា
chocolate	(noun). ស៊ុកកូឡា
choice	(noun). ~ (between A and B) ការជ្រើសរើស This is my ~ អ្វីៗដែលជ្រើសរើសយក have a wide choice មានច្រើននិងជ្រើសរើស have no choice មានតែផ្លូវមួយ Hobson's choice ជ្រើសរើសមិនបានchoice (adjective). ជម្រើស, ដែលសម្រិតសម្រាំងSYNONYMSchoice /tʃɔɪs/ [ឆយស៍] (noun). ការជ្រើសរើស alternative ការផ្លាស់គ្នា, ការផ្លាស់វេនគ្នា, វត្ថុដែលជ្រើសរើសបាន, វត្ថុផ្លាស់ប្តូរ election ការជ្រើសរើស, ការជ្រើសតាំង,​ការបោះឆ្នោត, សេចក្តីសម្រេច option ការរើសយក, សិទ្ធិជ្រើសរើស preference បុរិមា, សេចក្តីស្រឡាញ់ ឬចូលចិត្តជាង selection ការជ្រើសរើស, ការស្រាល់ជ្រើស, វត្ថុដែលជ្រើសរើស។
choir	(noun). ក្រុមអ្នកចម្រៀង'choirboy (noun). ក្មេងប្រុសអ្នកច្រៀង
choirboy	(noun). ក្មេងប្រុសអ្នកច្រៀង
choirmaster	(noun). អ្នកដឹកនាំក្រុមអ្នកច្រៀង
choke	(transitive verb). ~ an assailant ច្របាច់ក fumes ~ me ធ្វើឲ្យថប់ឬឈ្លក់ ~ a car បិទសន្ទះខ្យល់ cars ~ the streets ធ្វើឲ្យចង្អៀតចង្អល់ choke down a lump លេបក្អឿក choke off កំចាត់ឲ្យអស់(intransitive verb). ~ on liquid ឈ្លក់ ~ on food អួល choke up អួលដើមក, អួលអាក់choke (noun). auto ~ សន្ទះខ្យល់
choked	(adjective). ~ (about something) ដែលធ្វើឲ្យខឹងឬអាក់អន់ចិត្ត
choker	(noun). អ្នកធ្វើឲ្យមានឧបសគ្គដល់ផ្លូវខ្យល់ដង្ហើម, កងក, ខ្សែក, ប្រឡៅក (ឆ្កែ), ស្រងក (ប្រដាប់ទឹមសេះ), ផ្នូតក (មាត់)
cholera	(noun). អាសន្នរោគ
choleric	(adjective). ឆាប់ខឹង, ដែលខឹងងាយ, ដែលឆាប់ខឹង,​ ដែលខឹងញយៗ
cholesterol	(noun). ~ in the blood អង្គធាតុខ្លាញ់ (នៅក្នុងឈាម, ទឹកនោមឬកោសិកា)
chomp	(intransitive verb). ~ (away), ~ (on) something ទំពារចាប់ៗ, ទំពារគ្រួបៗ
choose	(transitive verb). (past tense. chose, past participle. chosen) ១. ~ (somebody/something as something) ~ (between A and B); ~ (A) (from B) ជ្រើសរើស, រើសរក ២. ~ to go សម្រេចចិត្ត chosen to do someone ស្ម័គ្រចិត្ត(intransitive verb). សម្រេចយកអាណាមួយSYNONYMSchoose /tʃu:z/ [ឈូហ្ស] (verb). ជ្រើសរើស elect ជ្រើសរើស, បោះឆ្នោត, សម្រេច pick បេះ, ទុក, ជ្រើសរើស, ក្តិច, ចិត, ចោះ, ជីក pick cucumber បេះ pick a number រើស pick a pocket ឆក់, លួច pick a quarrel រករឿងឈ្លោះ pick one's teeth ចាក់ pick one's nose ឆ្កឹះ pick a chicken បោច pick a quitar ដេញ pick at ឆ្កឹះឆោឆៅធ្វើបាប pick at one's food ច្បិចច្បើម pick off បេះ, បាញ់ប្រឡេះ, បាញ់ឬសម្លាប់មួយម្តងៗ pick out រើសយក, យកចេញ pick up ទៅយក, ទៅទទួល pick up speed បង្កើន pick on ឆាឆៅធ្វើបាប select ជ្រើសរើស, រើសយក, ជ្រើរក។
choosy	(also choosey) (adjective). ដែលរើស, ដែលជ្រើសរើសchoosiness (noun). ការជ្រើសរើស
chop (1)	(transitive verb). (past tense. past participle. chopped) ១. ~ something (up) (in to something) កាត់អ្វីមួយជាដុំៗជាមួយនឹងកាំបិត..., ពុស ២. ~ meat ចិព្រ្ចាំ
chop (2)	(noun). ចំណាំង, ការច្រៀក loud ~ សូរកាប់ឬពុស pork ~ ចំណិតសាច់ដែលមានជាប់ឆ្អឹងជំនី first chop ល្អលេខមួយ to chop logic និយាយស្តីសុទ្ធតែជាល្បិចអ្នកប្រាជ្ញ to chop yarns ទិទានរឿង
chop (3)	(verb). (-pp-) បញ្ឈប់ Idiom,Idiomatic chop and change រក្សានូវការផ្លាស់ប្តូរនៃគំនិតឬផែនការរបស់អ្នកណាម្នាក់ (ខ្យល់) chop about/ round ប្តូរទិសយ៉ាងរហ័ស
chop (4)	(noun). ថ្គាមសត្វ, ត្រាឬលិខិតអនុញ្ញាត
chopper	(noun). wood ~ អ្នកកាប់ sharp ~ កាំបិតតាំងតោ (Aeronautics. Slang) ឧទ្ធម្ភាចក្រ
choppy	(adjective). (-ier,-iest) ដែលមានរលកបក់បោក choppy sea រលកច្រើន choppy prose ដែលកន្ទ្រាក់choppiness (noun). ភាពមានរលកបក់បោក
chopstick	(noun). (usually. plural) ចង្កឹះ
choral	(adjective). ដែលតែង ឬច្រៀងដោយក្រុមអ្នកចម្រៀង
chorale	(noun). ភ្លេងពិណ្យពាទ្យ, ក្រុមអ្នកច្រៀង
chord	(noun). ការប្រជុំអក្សរភ្លេងបីយ៉ាងដែលកើតទៅជាសម្លេងមួយដ៍ពិរោះ guitar ~ ខ្សែ (Music) barmonic ~ សង្គម (Geometry) ខ្សែឆ្នូ (អង្កត់ធ្នូ)
chore	(noun). ១. កិច្ចការកំប៉ិកំប៉ុកដដែលៗ (បោសផ្ទះ, អ៊ុតខោអាវ...) ២. she finds sopping a ~ កិច្ចការធុនទ្រាន់
choreograph	(intransitive verb). តែងឬរាំរបាំchoreography (noun). នាដសាស្រ្ត, វិជ្ជារបាំchoreographer (noun). អ្នកបង្ហាត់របាំchoreographic (adjective). នៃនាដសាស្រ្តchoreographically (adjective). តាមនាដសាស្រ្ត
choreographer	(noun). អ្នកបង្ហាត់របាំ
choreographic 	(adjective). នៃនាដសាស្រ្ត
choreography	(noun). នាដសាស្រ្ត, វិជ្ជារបាំ
chorister	(noun). សមាជិកក្រុមអ្នកចម្រៀង (សាសនា)
chortle	(noun). សំនើចសប្បាយចិត្តឬរំភើបចិត្ត
chorus	(noun). male ~ ក្រុមអ្នកចម្រៀង (Music) repeat the ~ បទបន្ទេរ in chorus ព្រមគ្នា with a chorus of approval ដោយបានទទួលការខុសត្រូវទាំងអស់គ្នា
chose	(past tense. of choose) chose in action វត្ថុជាប់ក្នុងបណ្តឹង
chosen	(adjective). (past participle. of choose) chosen friends មិត្តពិសេសដែលជ្រើសរើសរួចហើយ, សង្សារសំណប់ចិត្ត
chough	(noun). ប្រភេទសត្វក្អែកដែលមានជើងនិងចំពុះក្រហម
chow (1)	(noun). (Capital letter) ឆ្កែម្យ៉ាង (Slang) time for chow ដល់ពេលបាយហើយ
chow (2)	(noun). ម្ហូបអាហារ, ស្បៀង(transitive verb). ពិសា, ទទួលទាន, បរិភោគ, ញ៉ាំ
chowder	(noun). សម្លម្យ៉ាងមានដាក់ត្រីឬលៀសសមុទ្រជាមួយបន្លែ
chrism	(noun). ប្រេងសម្រាប់ធ្វើមន្តអាគមន៍, ប្រសិទ្ធិ (ជាមួយប្រេងនិងប្រេងក្រឡា)chrismal (adjective). ដែលប្រសិទ្ធិ
Christ	(proper noun). យេស៊ូគ្រឹស្ត
Christen	(transitive verb). ~ a child ដាក់នាម (តាមគ្រឹស្តសាសនា)​ ~ a boat ធ្វើពិធីដាក់ឈ្មោះchristening (noun). ការដាក់ឈ្មោះ
Christendom	(noun). គ្រឹស្តអាណាចក្រ
christening	(noun). ការដាក់ឈ្មោះ
Christianism	(noun). លិទ្ធិកាត់តូលិក, សាសនាគ្រឹស្ត
Christianity	(proper noun). គ្រឹស្តសាសនា
Christmas	(proper noun). ណូអែល (បុណ្យខួបនៃកំណើតព្រះយេស៊ូ, ថ្ងៃ២៥ខែធ្នូ)
christology	(noun). ការសិក្សាពីព្រះយេស៊ូគ្រឹស្ត
chromatin	(noun). (French) ក្រូម៉ាទីន (សារធាតុដែលបង្កើតពីក្រូម៉ូសូម)
chrome	(noun). (French) ក្រូម (លោហធាតុភ្លឺ)(transitive verb). លាបក្រូម (ឲ្យភ្លឺ)
chromium	(noun). លោហធាតុពណ៌ប្រផេះភ្លឺ, ជាតិក្រូម
chromosome	(noun). (French) ក្រូម៉ូសូម
chron	(o) comb. form. នៃពេលវេលា, ដែលទាក់ទងនឹងពេលវេលា
chronic	(adjective). ~ disease រ៉ាំរ៉ៃ ~ smoker ញៀន, ជាប់ ~ civil war ដែលមានដែលដាច់ chronic drunkard អ្នកប្រមឹកខួបchronically (adjective). រ៉ាំរ៉ៃ, ត្រាំត្រែងchronicity (noun). ភាពរ៉ាំរ៉ៃ
chronicle	(noun). ពង្សាវតា (Literary) កាលប្បវត្តិchronicle (transitive verb). សរសេរ, និពន្ធ (កាលប្បវត្តិ) to chronicle small beer កំណត់ហេតុរឿងគ្មានប្រយោជន៍
chronicler	(noun). អ្នកប្រវត្តិសាស្ត្រ, អ្នកកត់ហេតុ, អ្នកកាលប្រវត្តិ, អ្នកនិពន្ធសារពត៌មាន
chronological 	(adjective). ដែលរៀងតាមកាល chronological ouder លំដាប់ប្រវត្តិការណ៍តាមកាល
chronologically	(adverb). តាមលំដាប់លំដោយនៃកាល, ជារៀងតាមកាល
chronologist	(noun). កាលប្រវត្តិវិទូ
chronology	(noun). លំដាប់ពេល, កាលប្រវត្តវិជ្ជា, វិទ្យាសាស្រ្តខាងកាលបរិច្ឆេទchronological (adjective). ដែលរៀងតាមកាល chronological ouder លំដាប់ប្រវត្តិការណ៍តាមកាលchronologically (adverb). តាមលំដាប់លំដោយនៃកាល, ជារៀងតាមកាលchronologist (noun). កាលប្រវត្តិវិទូ
chronometer	(noun). ក្រូណូម៉ែត្រ, ឧបករណ៍វាស់ពេល, នាឡិកាផ្ចៀងពេល, កាលមាត្រ
chrysalis	(noun). ការប្តូរពីដង្កូវទៅជាសត្វល្អិត (ដូចជាមេអំបៅជាដើម), រយៈពេលដែលដង្កូវនាងនៅក្នុងសំបុត
chrysanthemum	(noun). ផ្កាបញ្ចះមាស, ដើមផ្កាក្និងសួនច្បារដែលមានផ្កាពណ៌ចាំង
chrysolite	(noun). ត្បូងពណ៌លឿងលាយបៃតង
chub	(noun). ត្រីទឹកសាបដែលមានខ្លួនក្រាស់
chubby	(adjective). (-ier,-iest) ធាត់កណ្តៀនchubbiness (noun). ភាពធាត់កណ្តៀន
chuck wagon	(noun). រទេះមានសបៀងផ្ទុក
chuck (1)	(transitive verb). ~ somebody/something (in/up) លះបង់, ឈប់ទាក់ទង ~ it into the lake បោះចោល chuck it away គ្រវែងចោល, បោះចោលទៅ chuck up ចោល, ឈប់ប្រើ, លែងយកហើយ chuck him under the chin កាន់ចង្កាលេង
chuck (2)	(noun). ១. ដុំសាច់គោ (ដែលកាត់ពីកទៅឆ្អឹងជំនីព្រមទាំងសាច់ជំឡក) ២. ដែកខៃម្យ៉ាង
chuck (3)	(intransitive verb). បន្លឺសូរក្រកៗ
chuckle	(intransitive verb). សើចតិចៗ, សើចក្នុងពោះchuckle (noun). សំណើចchuckler (noun). អ្នកសើចខ្សឹបៗ
chuckle-head	(noun). មនុស្សខ្លៅ, មនុស្សល្ងង់
chuckle-headed	(adjective). ខ្លៅ, ល្ងីល្ងើ
chuff	(intransitive verb). ឆេះដង្ហក់ៗ (ម៉ាស៊ីន)
chuffed	(adjective). ~ (about/ at something) រីករាយយ៉ាងខ្លាំង she looks ~ សប្បាយចិត្តយ៉ាងខ្លាំង
chug	(intranstive verb). (-gg-) ធ្វើឲ្យឬសម្លេងម៉ាស៊ីនchug (noun). ស្នូរម៉ាស៊ីនរោទ៍
chugalug	(transitive verb). (-lugged,-lugging,-lugs) ផឹកក្អឹកៗ (ស្រាទឹក។ល។)
chukar	(noun). ឈ្មោះបក្សីមួយបែប
chum	(noun). ពួកម៉ាកជិតស្និទ្ធ, ក្លើ to chum up with សេពគប់ជាមិត្ត,​ វាយអែបជាមិត្តchum (transitive verb). (past tense. past participle. chummed) chum with សេពគប់នឹង chum up with ធ្វើឲ្យទៅជាមិត្តនឹងគ្នាchummy (adjective). ជិតស្និទ្ធchummily (adverb). ដោយស្និទ្ធស្នាលchumminess (noun). ភាពស្និទ្ធស្នាល
chummy	(adjective). ជិតស្និទ្ធ
chump (1)	(noun). មនុស្សល្ងង់ខ្លៅ, មនុស្សល្ងីល្ងើ, មនុស្សឆោតល្ងង់
chump (2)	(transitive verb). ទំពារអៀង
chunk	(noun). ~ of wood កំណាត់, ដុំ
chunky	(adjective). ~ person ធាត់ធំក្រអាញ ~ stew ដែលមានដុំៗchumkily (adverb). ដោយធាត់ក្រអាញchunkiness (noun). ភាពធាត់ក្រអាញ
chunter	(intransitive verb). រអ៊ូ
chupatty	(noun). នំបុ័ងប៉ាតេ
church	(noun). white ~ វិហារនៃសាសនាគ្រឹស្ត separation of ~ and state សាសនា the church ព្រះវិហារសាសនា church and state សាសនានិងស្រុភូមិ, សាសនារបស់ជាតិ(intransitive verb). ដាក់ទណ្ឌកម្ម (សាសនា)'churchgoer (noun). អ្នកទៅព្រះវិហារទៀងទាត់
churchgoer	(noun). អ្នកទៅព្រះវិហារទៀងទាត់
churchgoing	(adjective). ដែលទៅព្រះវិហារទៀងទាត់
churchman	(noun). បព្វជិត, សង្ឃគ្រឹស្តសាសនា
churchwarden	(noun). ភ្នាក់ងារសង្ឃការី, អ្នកនាំធ្វើកុសល
churchyard	(noun). ទីធ្លាព្រះវិហារ
churl	(noun). មនុស្សថោកទាប, មនុស្សសម្រែchurlish (adjective). ដែលថោកទាប, កំរោលបួនជ្រុង, ច្រងេងច្រងាង, ឃោរឃៅ, សម្រែchurtishly (adverb). យ៉ាងរឹងរូសchurlishness (noun). ភាពរឹងរូស, ភាពច្រងេងច្រងាង
churlish	(adjective). ដែលថោកទាប, កំរោលបួនជ្រុង, ច្រងេងច្រងាង, ឃោរឃៅ, សម្រែ
churn	(noun). ធុងសម្រាប់ធ្វើប៊័រ, ការកូរchurn (transitive verb). churn butter វឹកទឹកដោះធ្វើប៊័រ ~ water វឹក, កកូរ, កកាយ(intransitive verb). waves ~ ខ្ជោល, កញ្ជ្រោលបក់បោកខ្លាំង
chute	(noun). ការប្រមៀល, កន្លែងជម្រាល (សម្រាប់រមៀល) coal ~ ចង្អូររំអិល (សម្រាប់រំអិលរបស់ផ្សេងៗពីទីខ្ពស់) ~ of a stream ទឹកធ្លាក់ (Colloquial) ប៉ារ៉ាស៊ុត, ឆ័ត្រយោង
chutney	(also chutnee) (noun). ឈើកូរ
chutzpah	(noun). ភាពឥតខ្មាស់អៀន
chyle	(noun). អន្តលសៈ (អាហារដែលរលាយជ្រាបចូលក្នុងពោះវៀន)
cicada	(noun). សត្វរៃ
cicatrice	(also cicatrix /sɪkətrɪks) (noun). សម្លាកដំបៅ, ស្នាមដំបៅ
cicerone	(noun). (plural. -eroni /ˈrəʊni:/) អ្នកនាំផ្លូវបង្ហាញវត្ថុបុរាណ
cide	(comb. from) ការសម្លាប់, មនុស្សឬវត្ថុសម្រាប់សម្លាប់
cider	(also cyder) (noun). ភេសជ្ជៈធ្វើពីទឹកផ្លែប៉ោម Sweet cider ទឹកប៉ោម hard cider ស្រាផ្លែប៉ាោម
CIF	(abbreviation). Cost Insurance Freight ថ្លៃទំនិញបូកថ្លៃធានារ៉ាប់រងបូកថ្លៃដឹកជញ្ជូន
cigar	(noun). ស៊ីហ្គា (បារី)
cigareatte	(noun). បារី (Royal, Royalty) ព្រះធូបរដ្ឋ, ព្រះស្រីសួង'cigarette-case (noun). កញ្ចាប់បារី cigarette-case hollder កន្ទុយខ្សៀរ, កន្ទុយស្នោ
cigarette-case 	(noun). កញ្ចាប់បារី cigarette-case hollder កន្ទុយខ្សៀរ, កន្ទុយស្នោ
cigarillo	(noun). (plural. ~ s) បារីតូចវែង
ciliate,-ted 	(adjective). ដែលមានរោម
cilium	(noun). រោម, រោមភ្នែកciliate,-ted (adjective). ដែលមានរោម
cinch	(noun). ១. រឿងពិតប្រាកដ ២. horse's ~ ខ្សែពុង (Slang) ការងាយ cinch (transitive verb). ~ a saddle ចងខ្សែពុង​ (Slang) ~ the deal ធ្វើឲ្យប្រាកដ (ជាឈ្នះ)
cinchona	(noun). ឈ្មោះដើមឈើម្យ៉ាង
cincture	(noun). ខ្សែក្រវាត់, ខ្សែចង(transitive verb). ចងដោយខ្សែរឹត
cinder	(noun). ផេះនៅដុំៗកន្ទុយអុស to burn to a cinder ដាំបាយ (អាំងត្រី, ឆា) ទាល់តែខ្លោច
cine-camera	(noun). ម៉ាស៊ីនថតភាពយន្ត
cine-film	(noun). ហ្វីលភាពយន្ត
cine-projector	(noun). ម៉ាស៊ីនបញ្ចាំងភាពយន្ត
cineaste	(also cineast) (noun). អ្នកចូលចិត្តខ្សែភាពយន្ត
cinema	(noun). ភាពយន្ត, កុនcinematic (adjective). នៃភាពយន្តឬកុនcinematically (adverb). ដោយភាពយន្ត
cinematic	(adjective). នៃភាពយន្តឬកុន
cinematograph	(noun). ភាពយន្តគំនូរជីវចល, ម៉ាស៊ីនបញ្ចាំងកុនcinematographic (adjective). នៃភាពយន្តcinematographically (adverb). ដោយភាពយន្ត
cinematographer	(noun). អ្នកថតកុន
cinematography	(noun). ការថតភាពយន្ត
cinnabar	(noun). រ៉ែពណ៌ក្រហមភ្លឺដែលទទួលបានមកពីបារ៉ត
cinnamon	(noun). ដើមយីហ៊ុប
cinpher	(also cypher) (noun). សូន្យ, សញ្ញា០, មនុស្សឬវត្ថុឥតតម្លៃ 2 + ~ = 2 សូន្យ Arabic ~ លេខ written in ~ អក្សរសម្ងាត់, លេខសា He's only a ~ មនុស្សតូចតាចcipher (transitive verb). សរសេរជាភាសាសម្ងាត់, គិតលេខ
circa	(preposition). (abbreviation. circa or ca) ប្រហែលៗ (ប្រើនៅមុខលេខ)
circadian	(adjective). ដែលកើតឡើង២៤ម៉ោងម្តង
circinate	(adjective). មូល, មានរាងដូចចិញ្ចៀនឬវង់circinately (adverb). ដោយមានរាងមូល
circinately 	(adverb). ដោយមានរាងមូល
circle	(noun). ១. prefect ~ វង់មូល, មជ្ឈដ្ឋាន traffic ~ ផ្លូវវិល ២. ~ of friends ក្រុមcircle (transitive verb). ដើរជុំវិញ, ព័ទ្ធជុំវិញ ~ the answer គូរវង់មូលជុំវិញ ~ the hill បើក។ល។ ជុំវីញ(intransitive verb). ~ overhead ក្រឡឹង
circlet	(noun). ភួងផ្កា, គ្រឿងលំអរាងមូលពាក់ពីលើក្បាល
circuit	(noun). ដំណើរជុំវិញ, ដំណើរដែលចៅក្រមដើរពីក្រុងមួយទៅក្រុងមួយទៀត ដើម្បីកាត់សេចក្តី, ចលនាជុំវិញ to make a circuit of ដើរប្រទក្សិណ make a circuit នៅមួយជុំ theater circuit ការធ្វើដំណើរពីកន្លែងមួយទៅកន្លែងមួយដើម្បី racing ~ សំដែងសិល្បៈ racing ~ វង់ប្រណាំង (Elegant) short circuit កន្លែងប៉ះគ្នា (ខ្សែភ្លើង)(transitive verb). ~ a city ធ្វើដំណើរជុំវិញ(adjective). circuit court តុលាការមណ្ឌល
circuitous	(adjective). វៀចវេរ, ដែលជាវង់មូល, ដើរជុំវិញcircuitously (adverb). ដោយវៀចវេរcircuity, circuitousness (noun). ភាពវៀចវេរ
circular	(adjective). ~ form មូល ~ argument ដែលវិលមកកន្លែងដដែលវិញ circular letter សារាចរ circular letter of credit ប័ណ្ណឥណទានវិល circular system atic sampling ជំរើសប៉ាន់តាមប្រព័ន្ធវិលcircular (noun). សារាចរ, លិខិតឲ្យដំណើរទៅកន្លែងផ្សេងៗcircularity (noun). វង់មូលcircularly (adverb). ជាវង់មូល'circular saw (US buzz-saw) (noun). អាណាអេឡិចត្រូនិច
circularize,-ise	(verb). ធ្វើចរាចរ, បញ្ចូលប័ណ្ណ
circulate	(intransitive verb). វិល, ដើរសារចុះសារឡើង (blood) circulates រត់ (ឈាម) rumors ~ សាយភាយ(transitive verb). ~ a rumor ផ្សាយ
circulation	(noun). ចលនា, ចរាចរណ៍, ការបង្វិល poor ~ ដំណើរឈាមរត់ ~ of a rumor ការសាយភាយ newspaper ~  ចំនួនចេញក្នុងមួយថ្ងៃៗ circulation battle ការប្រកួតប្រជែងចរាចរណ៍កាសែត circulation of capital ការបង្វិលទុន
